Unnamed: 0,mchnt_cd,mchnt_cd_id,mchnt_net_id,cen_betweenness,degree_centrality,closeness_centrality,current_flow_closeness_centrality,information_centrality,load_centrality,harmonic_centrality,approximate_current_flow_betweenness_centrality,density_factor,c_name,count,count_N,per_amt,large_amt,cv_amt,amt_d1_d2,cnt_d3_d4,sd_d5_d6,time1_cnt_w1_w2,time2_cnt_w1_w2,time_cnt_per_N2,time_cnt_per_N2_2,time_cnt_per_N2_3,time_cnt_per_N2_4,time_cnt_per_N2_5,time_cnt_per_N2_6,entropy,count_payee,sum_amt,large_cnt_per,large_amt_per,sum_amt_a,count_a,sum_large,large_max,sd_amt,mean_amt,amt_d1,amt_d2,cnt_d1,cnt_d2,amt_d3,amt_d4,cnt_d3,cnt_d4,time1_cnt_w1,time1_cnt_w2,time1_amt_w1,time1_amt_w2,time2_cnt_w1,time2_cnt_w2,time2_amt_w1,time2_amt_w2,sd_d5,sd_d6,time_amt_N2_t,time_cnt_N2_t,time_amt_N2_t2,time_cnt_N2_t2,time_amt_N2_t3,time_cnt_N2_t3,time_amt_N2_t4,time_cnt_N2_t4,time_amt_N2_t5,time_cnt_N2_t5,time_amt_N2_t6,time_cnt_N2_t6,time_amt_N2_all,time_cnt_N2_all,sum_amt_w,count_w,0,1,2,3,4,5,6,7,8,9
1,0001000F1778471,107,103,0.003300832,0.762974438,0.75145518,0.006360733,0.006360733,0.0032964970000000002,1123.5428570000001,0.002600462,6.966471042999999,消费金融,7062,1646.15384615385,1926.4125389408102,0,1.60262686898868,0.48310525261801796,0.47783026055157707,1.05462162767174,1.07603230230078,1.07603230230078,0.0120371781197623,0.0085326832241353,0.236781959469755,0.616638732287064,0.105591954898674,0.0204174920006095,10.9443256902725,3826,13604325.35,0.0,0.0,13604325.35,7062,0.0,320000.0,3005.0893,1875.1023,5945236.32,12306296.17,3136,6563,5945236.32,12306296.17,3136,6563,79,79,238494.36,238494.36,134,134,296459.69,296459.69,3169.2321,3005.0893,238494.36,79,126247.08,56,3005034.4,1554,7063452.91,4047,1576607.73,693,296459.69,134,12306296.17,6563,12306296.17,6563,-0.16301719844341278,-0.20051993429660797,-0.07382508367300034,0.1654602438211441,-0.5793222784996033,0.3255775272846222,0.25984448194503784,0.011360871605575085,-0.08793006837368011,0.11393967270851135
2,0001000F1871716,421,417,4.4800000000000004e-08,0.021688613,0.462558223,0.004949693,0.004949693,4.4800000000000004e-08,627.8761905,6.74e-05,3.510481558,消费金融,66,8.62470862470862,1400.0,0,0.0,0.33333333333333304,0.33333333333333304,,,0.0,0.0,0.0,0.33333333333333304,0.666666666666667,0.0,0.0,,6,138903.0,0.0,0.0,51800.0,37,0.0,50000.0,0.0,1400.0,2800.0,8400.0,2,6,2800.0,8400.0,2,6,0,0,0.0,0.0,0,1,0.0,1400.0,0.0,0.0,0.0,0,0.0,0,2800.0,2,5600.0,4,0.0,0,0.0,0,8400.0,6,8400.0,6,-0.0454883836209774,0.2991735339164734,0.24519042670726776,0.3195450007915497,-0.4988222122192383,0.805545449256897,0.47212105989456177,0.9955382347106934,-0.6455121040344238,-0.42488592863082886
3,0001000F1899386,1108,1073,0.0,0.0007745930000000001,0.394801223,0.000690763,0.000690763,0.0,544.2130952,0.0,1.6931471809999998,消费金融,283,0.233100233100233,2000.0,0,,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,,1,767090.02,0.0,0.0,2000.0,1,0.0,432660.02,,2000.0,0.0,2000.0,0,1,0.0,2000.0,0,1,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0,0.0,0,0.0,0,2000.0,1,0.0,0,0.0,0,2000.0,1,2000.0,1,-0.16770289838314056,-0.3103567063808441,0.023325704038143158,0.19300101697444916,-0.5556399822235107,0.24813790619373322,0.3187621533870697,-0.03261537104845047,-0.12110576778650284,0.09043850004673004
4,0001000F1993947,567,563,0.0017728429999999999,0.565453137,0.652020202,0.006342217,0.006342217,0.0017715860000000001,994.8761904999999,0.0013800639999999999,6.669382125,消费金融,3470,523.310023310023,1935.2781737193802,1,12.592808271406,0.736345358491944,0.35860655737704905,1.6696353722237098,0.5904283447911159,0.0,0.008196721311475409,0.0102459016393443,0.524590163934426,0.39754098360655704,0.0594262295081967,0.0,,422,6451422.8,0.0004,0.2302,4344699.5,2245,1000000.0,1000000.0,45216.5167,3590.6619,1290256.0,1752243.0,175,488,1290256.0,1752243.0,175,488,4,31,5670.0,42030.0,0,24,0.0,32112.0,75495.0957,45216.5167,5670.0,4,7350.0,5,391183.0,256,1308240.0,194,39800.0,29,0.0,0,1752243.0,488,1752243.0,488,-0.11945978552103043,-0.21944226324558258,-0.09171787649393082,0.24799616634845734,-0.5024634003639221,0.3215014338493347,0.39971327781677246,-0.0028876764699816704,-0.07215099036693573,0.023113712668418884
5,0001000F2004430,1350,1281,0.0,0.0007745930000000001,0.411670918,0.000690889,0.000690889,0.0,565.9630952,0.0,1.6931471809999998,消费金融,144,27.7389277389277,39.9597478991597,0,1.09797930580248,0.9011299435028249,0.58695652173913,1.06421849622088,1.97826086956522,1.97826086956522,0.326086956521739,0.0,0.0869565217391304,0.36956521739130394,0.195652173913043,0.0217391304347826,,2,8175.71,0.0,0.0,4755.21,119,0.0,1750.0,4.2248,3.8478,159.5,177.0,27,46,159.5,177.0,27,46,15,15,143.0,143.0,1,1,1.0,1.0,4.4961,4.2248,143.0,15,0.0,0,3.7,4,20.6,17,8.7,9,1.0,1,177.0,46,177.0,46,-0.2018151879310608,-0.2815130650997162,-0.10813542455434799,0.24149709939956665,-0.46043768525123596,0.26693639159202576,0.38726797699928284,-0.045082010328769684,-0.09058898687362671,0.06834926456212997
6,0001000F2050456,924,912,1.15e-05,0.360185902,0.566476525,0.006301912,0.006301912,1.1400000000000001e-05,858.0095238,0.00094731,6.223828442,消费金融,766,132.167832167832,1340.07054673721,0,0.23119932779057198,0.505747126436782,0.5353535353535349,1.04557770751563,0.810325476992144,1.82323232323232,0.0202020202020202,0.131313131313131,0.303030303030303,0.484848484848485,0.0303030303030303,0.0303030303030303,,81,964920.0,0.0,0.0,759820.0,567,0.0,100000.0,284.4452,1230.303,61600.0,121800.0,53,99,61600.0,121800.0,53,99,2,9,3150.0,11200.0,3,6,3500.0,6650.0,297.4096,284.4452,3150.0,2,16450.0,13,37100.0,30,57750.0,48,3850.0,3,3500.0,3,121800.0,99,121800.0,99,-0.19680792093276978,-0.27332404255867004,-0.022888952866196632,0.13532334566116333,-0.5070293545722961,0.3127312660217285,0.26032358407974243,-0.010601856745779514,-0.13745296001434326,0.06338563561439514
7,0001000F2065870,1018,998,7.02e-06,0.239349342,0.531713344,0.006246724,0.006246724,7.04e-06,780.7761905,0.0006533019999999999,5.821650015,消费金融,50,8.857808857808859,1050.0,0,0.0,0.22580645161290303,0.22580645161290303,,,1.2258064516129,0.0,0.0,0.161290322580645,0.6129032258064521,0.0645161290322581,0.161290322580645,,22,52500.0,0.0,0.0,39900.0,38,0.0,1050.0,0.0,1050.0,7350.0,32550.0,7,31,7350.0,32550.0,7,31,0,0,0.0,0.0,5,5,5250.0,5250.0,0.0,0.0,0.0,0,0.0,0,5250.0,5,19950.0,19,2100.0,2,5250.0,5,32550.0,31,32550.0,31,-0.15640488266944885,-0.18908332288265228,-0.052266452461481094,0.2788831889629364,-0.4161745011806488,0.3473944664001465,0.46726542711257935,0.005632322281599045,-0.14689749479293823,0.11374018341302872
8,0001000F2132798,1180,1139,1.91e-07,0.05809450000000001,0.476383764,0.005776215,0.005776215,1.9e-07,656.2261905,0.000173525,4.442600689,消费金融,473,52.9137529137529,2419.77753303965,0,0.7059951887790961,0.512515407452171,0.5576923076923079,0.620598058472949,,2.69230769230769,0.0,0.0192307692307692,0.42307692307692296,0.46153846153846206,0.0384615384615385,0.0576923076923077,,35,1710233.75,0.0,0.0,549289.5,227,0.0,499740.0,1415.405,2004.8365,53430.5,104251.5,29,52,53430.5,104251.5,29,52,0,0,0.0,0.0,3,3,5500.0,5500.0,878.3976,1415.405,0.0,0,1237.5,1,41531.5,22,52957.5,24,3025.0,2,5500.0,3,104251.5,52,104251.5,52,-0.11970750242471695,-0.3275405168533325,-0.17408974468708038,0.2975521981716156,-0.4484400451183319,0.2521151006221771,0.44218143820762634,-0.02615347132086754,-0.14602458477020264,0.026589227840304375
9,0001000F2144939,575,571,0.000128916,0.565453137,0.651691065,0.006342202,0.006342202,0.000128496,995.1595238,0.001409262,6.66916275,消费金融,1657,385.547785547786,1237.1217654171699,0,0.159520671618302,0.592326649543298,0.586769759450172,1.0613635155719499,,,0.0,0.0,0.445876288659794,0.54553264604811,0.00859106529209622,0.0,,979,2047256.4,0.0,0.0,2046199.4,1654,0.0,2100.0,202.8063,1271.3479,876554.0,1479849.0,683,1164,876554.0,1479849.0,683,1164,0,0,0.0,0.0,0,0,0.0,0.0,215.2512,202.8063,0.0,0,0.0,0,678762.0,519,788841.2,635,12245.8,10,0.0,0,1479849.0,1164,1479849.0,1164,-0.20553140342235565,-0.11958315968513489,-0.10247182101011276,0.2363610416650772,-0.545463502407074,0.2465185672044754,0.3320663273334503,-0.11008813232183456,-0.03390460088849068,0.008850667625665665
10,0001000F2149197,1131,1092,0.001549187,0.00232378,0.16450051,0.00020512,0.00020512,0.001549187,216.18095240000002,4.639999999999999e-16,1.805354145,P2P网贷,377,87.41258741258741,2475.05733333333,9,1.27517099464363,0.0,0.0,,,2.7372262773722595,0.0,0.0,0.0,0.0,0.9927007299270071,0.0072992700729927,,136,928148.0,0.024,0.2572,928146.5,375,238762.0,34048.0,6269.0245,4916.2226,0.0,673522.5,0,137,0.0,673522.5,0,137,0,0,0.0,0.0,1,1,1582.0,1582.0,,6269.0245,0.0,0,0.0,0,0.0,0,0.0,0,671940.5,136,1582.0,1,673522.5,137,673522.5,137,-0.15047085285186768,-0.24127985537052155,-0.0386936217546463,0.11175673454999924,-0.551209568977356,0.2854404151439667,0.28762808442115784,-0.08130407333374023,-0.1057838723063469,0.06456739455461502
11,0001000F2149904,1332,1268,0.0,0.01626646,0.459757835,0.004599765,0.004599765,0.0,622.7095237999999,5.25e-05,3.246263683,消费金融,12,2.56410256410256,2298.1818181818203,0,0.6747119868328989,0.757009345794392,0.5,0.744382905123267,,,0.0,0.0,0.75,0.25,0.0,0.0,,2,27380.0,0.0,0.0,25280.0,11,0.0,8900.0,1804.8546,2675.0,8100.0,10700.0,2,4,8100.0,10700.0,2,4,0,0,0.0,0.0,0,0,0.0,0.0,1343.5029,1804.8546,0.0,0,0.0,0,9850.0,3,850.0,1,0.0,0,0.0,0,10700.0,4,10700.0,4,-0.09892810881137848,-0.37075474858283997,-0.13621430099010468,0.16183023154735565,-0.536234974861145,0.32777169346809387,0.24185720086097717,-0.007805865723639727,-0.09019673615694046,0.08712942898273468
12,0001000F2167290,349,345,0.007748263000000001,0.330751356,0.561548499,0.006292761,0.006292761,0.007748299,841.3261904999999,0.035450293,6.140023426,消费金融,4429,727.272727272727,1375.8717948717901,0,7.443939612285059,0.421390412677925,0.580265095729013,0.573203937602695,0.733775797104221,0.5039084626713489,0.0338733431516937,0.01620029455081,0.378497790868925,0.42415316642120793,0.135493372606775,0.0117820324005891,,632,5719238.1,0.0,0.0,4292720.0,3120,0.0,460000.0,12230.8642,1643.0633,470120.0,1115640.0,394,679,470120.0,1115640.0,394,679,23,77,19320.0,64680.0,8,39,6720.0,32760.0,7010.7795,12230.8642,19320.0,23,9240.0,11,622000.0,257,381080.0,288,77280.0,92,6720.0,8,1115640.0,679,1115640.0,679,-0.20832782983779907,-0.20962882041931152,-0.015141680836677551,0.10179447382688522,-0.552903950214386,0.23239894211292267,0.3728572428226471,-0.10509249567985535,-0.041549429297447205,0.08268634229898453
13,0001000F2167431,1222,1179,1.75e-06,0.03253292,0.46792316100000003,0.005356921999999999,0.005356921999999999,1.84e-06,637.6261905,5.25e-05,3.89169505,消费金融,1262,86.7132867132867,3398.93548387097,1,0.0826685152823117,0.513637446403049,0.510204081632653,0.0,1.0612244897959202,0.589569160997732,0.0170068027210884,0.00680272108843537,0.26870748299319697,0.636054421768708,0.054421768707483,0.0170068027210884,,290,2191209.0,0.0027,0.6723,1264404.0,372,850000.0,850000.0,84.99,1028.0816,155250.0,302256.0,150,294,155250.0,302256.0,150,294,5,5,5175.0,5175.0,5,9,5175.0,5187.0,0.0,84.99,5175.0,5,2070.0,2,79701.0,79,193545.0,187,16590.0,16,5175.0,5,302256.0,294,302256.0,294,-0.2545311748981476,-0.35211747884750366,-0.016979273408651352,0.14522288739681244,-0.49596545100212097,0.2923203706741333,0.25985047221183777,0.01169074047356844,-0.05783307924866676,0.11620306968688965
14,0001000F2198622,637,633,0.00027133,0.621223857,0.678046218,0.006348599,0.006348599,0.0002703,1031.62619,0.0028471729999999997,6.7624009229999995,消费金融,3961,653.846153846154,1678.3513761140803,1,0.187778658414358,0.368498061306606,0.35404624277456603,0.919850680063837,0.83838336751818,0.726989773232548,0.0158959537572254,0.104046242774566,0.403179190751445,0.40606936416184997,0.0534682080924856,0.0173410404624277,,385,6111695.61,0.0004,0.1584,4707775.61,2805,745635.61,745635.61,259.642,1382.7023,352590.0,956830.0,245,692,352590.0,956830.0,245,692,11,31,14490.0,45710.0,12,39,16800.0,54110.0,238.8319,259.642,14490.0,11,98910.0,72,387310.0,279,390320.0,281,49000.0,37,16800.0,12,956830.0,692,956830.0,692,-0.4768678843975067,-0.5283581614494324,0.3401106297969818,0.2383369356393814,-0.42954784631729126,0.2581042945384979,0.04946745187044144,0.04380856826901436,0.11421036720275879,-0.14187091588974
15,0001000F2206970,1172,0,0.001549187,0.20971410000000001,0.00038945900000000004,0.00038945900000000004,0.0,277.8615079,2.3e-16,1.575117647,,纯代付,21,3.4965034965035,113477.636666667,13,0.9557331484867491,0.630799153691876,0.555555555555556,1.3805398966762799,,,0.0,0.0,0.444444444444444,0.555555555555556,0.0,0.0,,8,2562164.55,0.8667,0.9953,1702164.55,15,1694196.55,380164.55,106422.4312,111351.6167,632164.55,1002164.55,5,9,632164.55,1002164.55,5,9,0,0,0.0,0.0,0,0,0.0,0.0,146920.4122,106422.4312,0.0,0,0.0,0,682164.55,4,320000.0,5,0.0,0,0.0,0,1002164.55,9,1002164.55,9,-0.125198096036911,-0.4250471591949463,-0.2706715762615204,0.2546410858631134,-0.4293938875198364,0.17822100222110748,0.45573803782463074,-0.1035056859254837,-0.1139705553650856,-0.03135963901877403
16,0001000F2207035,1242,0,0.00232378,0.265201315,0.000479751,0.000479751,0.0,355.20992060000003,2.61e-16,1.744491409,,纯代付,25,4.1958041958042,123441.69722222199,17,0.898111602258389,0.707037821600792,0.7,0.8798725158566841,,,0.0,0.0,0.5,0.5,0.0,0.0,,4,2900950.55,0.9444,0.9959,2221950.55,18,2212950.55,400000.0,122318.3591,136195.055,962950.55,1361950.55,7,10,962950.55,1361950.55,7,10,0,0,0.0,0.0,0,0,0.0,0.0,107624.5623,122318.3591,0.0,0,0.0,0,911950.55,5,450000.0,5,0.0,0,0.0,0,1361950.55,10,1361950.55,10,-0.19889681041240692,-0.2865777015686035,-0.03302283212542534,0.27586880326271057,-0.5301576852798462,0.2451927661895752,0.2950362265110016,0.02855539880692959,-0.1859809011220932,-0.008048099465668201
17,0001000F2209726,1241,0,0.0030983729999999998,0.36051382299999996,0.000694005,0.000694005,0.006182336,494.88928569999996,2.3e-16,1.948891579,,纯代付,24,4.4289044289044295,114841.05105263198,18,1.0125466539010402,0.940021074688482,0.75,1.04434764444168,,,0.0,0.0,0.625,0.375,0.0,0.0,,6,2688979.97,0.9474,0.9954,2181979.97,19,2171979.97,300000.0,112896.4167,111497.4962,838479.97,891979.97,6,8,838479.97,891979.97,6,8,0,0,0.0,0.0,0,0,0.0,0.0,117903.1069,112896.4167,0.0,0,0.0,0,613179.97,5,278800.0,3,0.0,0,0.0,0,891979.97,8,891979.97,8,-0.10777267068624496,-0.29343053698539734,-0.12478994578123093,0.1728406846523285,-0.5281285643577576,0.2661011815071106,0.38057100772857666,-0.09545648843050003,-0.06582241505384445,0.07345886528491974
18,0001000F2242225,1364,1291,0.0,0.0007745930000000001,0.310261956,0.000613433,0.000613433,0.0,411.5952381,0.0,1.6931471809999998,消费金融,45,10.4895104895105,2743.8888888888896,0,0.621869021226952,0.392233771327711,0.3,0.910385731285168,,,0.0,0.0,0.8,0.2,0.0,0.0,,3,123475.0,0.0,0.0,123475.0,45,0.0,52000.0,634.182,1019.8,4000.0,10198.0,3,10,4000.0,10198.0,3,10,0,0,0.0,0.0,0,0,0.0,0.0,577.3503,634.182,0.0,0,0.0,0,10000.0,8,198.0,2,0.0,0,0.0,0,10198.0,10,10198.0,10,-0.0738612562417984,-0.30339717864990234,0.07955858111381531,0.022337883710861206,-0.532496452331543,0.42782703042030334,0.1756487488746643,0.031112292781472206,-0.14993973076343536,0.053923554718494415
19,0001000F2250404,905,893,0.001549195,0.006196747,0.449669105,0.0029397140000000004,0.0029397140000000004,0.001549195,609.9857142999999,1.0800000000000002e-05,2.430008091,消费金融,159,37.0629370629371,2538.75471698113,0,2.17238030305247,0.515263535343827,0.226415094339623,1.5074812001259599,,,0.0,0.0,0.339622641509434,0.566037735849057,0.0943396226415094,0.0,,44,403662.0,0.0,0.0,403662.0,159,0.0,59000.0,5543.9555,2552.0189,69693.0,135257.0,12,53,69693.0,135257.0,12,53,0,0,0.0,0.0,0,0,0.0,0.0,8357.4087,5543.9555,0.0,0,0.0,0,131792.0,18,2970.0,30,495.0,5,0.0,0,135257.0,53,135257.0,53,-0.15504807233810425,-0.21578431129455566,0.036158811300992966,0.13637636601924896,-0.5646774172782898,0.31195640563964844,0.24818971753120422,-0.10211198031902313,-0.0585540235042572,0.08466815203428268
20,0001000F2253176,382,378,0.000346012,0.635941131,0.684880637,0.006350103,0.006350103,0.00034468199999999996,1041.12619,0.001572176,6.785618649,消费金融,926,215.850815850816,737.965442764579,0,0.0976480097600339,0.4875343441538621,0.479134466769706,1.03269024709457,1.14497681607419,0.613380437182601,0.0123647604327666,0.0216383307573416,0.502318392581144,0.394126738794436,0.0649149922720247,0.0046367851622874795,,510,683356.0,0.0,0.0,683356.0,926,0.0,1050.0,74.1566,759.4281,239550.0,491350.0,310,647,239550.0,491350.0,310,647,8,10,6200.0,7600.0,3,7,2400.0,5200.0,76.5808,74.1566,6200.0,8,10700.0,14,249450.0,325,190950.0,255,31650.0,42,2400.0,3,491350.0,647,491350.0,647,-0.23739968240261078,-0.2999916076660156,-0.10626793652772903,0.0714552104473114,-0.5536701679229736,0.272461861371994,0.2189674824476242,-0.02471018396317959,-0.06277282536029816,0.10036010295152664
21,0001000F2253336,1146,1107,1.67e-07,0.077459334,0.479391014,0.005923518000000001,0.005923518000000001,1.65e-07,668.0428571,0.000198955,4.720184685,消费金融,17,3.96270396270396,1050.0,0,0.0,0.33333333333333304,0.33333333333333304,,,,0.0,0.0,0.33333333333333304,0.666666666666667,0.0,0.0,,5,17850.0,0.0,0.0,17850.0,17,0.0,1050.0,0.0,1050.0,2100.0,6300.0,2,6,2100.0,6300.0,2,6,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2100.0,2,4200.0,4,0.0,0,0.0,0,6300.0,6,6300.0,6,-0.16671879589557648,-0.17488932609558105,0.10641824454069138,-0.0009392636129632592,-0.6505692005157471,0.272902250289917,0.21469807624816895,-0.027355747297406197,-0.12670892477035522,0.09079012274742126
22,0001000F2254952,1275,1231,0.0,0.006196747,0.44547964100000004,0.0031512809999999997,0.0031512809999999997,0.0,607.5464286,3.23e-06,2.41539756,消费金融,23,5.3613053613053605,609.434782608696,0,0.0,0.733333333333333,0.733333333333333,,,,0.0,0.0,0.133333333333333,0.5333333333333329,0.33333333333333304,0.0,,13,14017.0,0.0,0.0,14017.0,23,0.0,700.0,0.0,700.0,7700.0,10500.0,11,15,7700.0,10500.0,11,15,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1400.0,2,5600.0,8,3500.0,5,0.0,0,10500.0,15,10500.0,15,-0.13194803893566132,-0.1469450443983078,-0.03396056964993477,0.382933109998703,-0.4959421753883362,0.29050928354263306,0.3461458384990692,-0.009943471290171146,-0.11864271759986877,-0.15557324886322021
23,0001000F2260878,869,857,1.4499999999999998e-05,0.34237025600000004,0.564494972,0.006296181,0.006296181,1.4400000000000001e-05,848.4428571000001,0.001029931,6.173903666,消费金融,336,78.32167832167829,900.0,0,0.19090889088898397,0.47809523809523796,0.472906403940887,0.9909232734446409,,0.827586206896552,0.0,0.0,0.33990147783251196,0.541871921182266,0.113300492610837,0.00492610837438424,,159,302400.0,0.0,0.0,302400.0,336,0.0,1050.0,172.8055,905.1724,87850.0,183750.0,96,203,87850.0,183750.0,96,203,0,0,0.0,0.0,1,2,1050.0,1750.0,171.237,172.8055,0.0,0,0.0,0,64400.0,69,98350.0,110,19950.0,23,1050.0,1,183750.0,203,183750.0,203,-0.20456208288669586,-0.30438539385795593,-0.1008559986948967,0.301739364862442,-0.49848508834838867,0.29328855872154236,0.27353906631469727,-0.018733764067292213,-0.1014552190899849,0.14357678592205048
24,0001000F2263304,1202,1161,0.0,0.0007745930000000001,0.413914716,0.000690903,0.000690903,0.0,568.7964286,0.0,1.6931471809999998,消费金融,5,1.1655011655011698,5.0,0,0.0,0.2,0.2,,,,0.0,0.0,0.6,0.4,0.0,0.0,,2,25.0,0.0,0.0,25.0,5,0.0,5.0,0.0,5.0,5.0,25.0,1,5,5.0,25.0,1,5,0,0,0.0,0.0,0,0,0.0,0.0,,0.0,0.0,0,0.0,0,15.0,3,10.0,2,0.0,0,0.0,0,25.0,5,25.0,5,-0.18865302205085754,-0.34807369112968445,-0.057244040071964264,0.1155049055814743,-0.5378984808921814,0.28846681118011475,0.23098725080490112,-0.020300228148698807,-0.024817904457449913,0.039776045829057693
25,0001000F2265501,552,548,0.000107545,0.5158791629999999,0.6291423,0.006335372,0.006335372,0.000106974,961.9928571,0.0013079230000000001,6.578535256,消费金融,849,197.902097902098,1366.9375736160198,0,0.20756869332506697,0.471185778472358,0.48708487084870794,0.9470379776018051,1.0344938231991,2.1244069583553,0.029520295202952004,0.040590405904059,0.44649446494464895,0.39852398523985205,0.0479704797047971,0.03690036900369,,182,1160530.0,0.0,0.0,1160530.0,849,0.0,1890.0,274.4579,1322.2509,168840.0,358330.0,132,271,168840.0,358330.0,132,271,8,23,10640.0,32270.0,10,14,12810.0,18060.0,259.9221,274.4579,10640.0,8,15330.0,11,162470.0,121,141330.0,108,15750.0,13,12810.0,10,358330.0,271,358330.0,271,-0.15469776093959808,-0.2823076844215393,0.09011494368314743,-0.049421168863773346,-0.6133685111999512,0.3734496533870697,0.1091821938753128,-0.030404523015022278,-0.09241204708814621,0.15883734822273254
26,0001210F2253818,646,642,1.12e-05,0.281951975,0.542209156,0.00627146,0.00627146,1.12e-05,807.1095238,0.0006896669999999999,5.98274916,消费金融,1678,391.142191142191,1066.7461263408802,1,0.150278940964778,0.6964426877470361,0.690821256038647,1.19940834426243,1.11994660564455,1.16888309902477,0.0507246376811594,0.0386473429951691,0.351046698872786,0.42673107890499196,0.07085346215781,0.0619967793880837,10.033920791539,1109,1790000.0,0.0006,0.3352,1790000.0,1678,600000.0,600000.0,107.1433,712.9630000000001,616700.0,885500.0,858,1242,616700.0,885500.0,858,1242,63,76,44100.0,53200.0,77,89,53900.0,62300.0,128.5086,107.1433,44100.0,63,33600.0,48,306950.0,436,385350.0,530,61600.0,88,53900.0,77,885500.0,1242,885500.0,1242,-0.18745683133602142,-0.23063252866268158,-0.0018431289354339242,0.1259753704071045,-0.546093225479126,0.33068206906318665,0.25140246748924255,-0.025663286447525024,-0.05488404259085655,0.12820309400558472
27,0001310F2125079,124,120,0.000497124,0.6955848179999999,0.712472406,0.006355547,0.006355547,0.000494731,1079.242857,0.002905487,6.874516576,消费金融,7103,1518.41491841492,1072.80730580289,0,0.14480547993885298,0.437468030185765,0.430436740207114,0.933143836516222,0.99536581854714,0.7157534318293671,0.0522287257991896,0.0513282305267897,0.34759117514633,0.44394416929311104,0.0774425934263845,0.0274651058081945,10.2814722284358,1407,7384428.35,0.0,0.0,6988266.79,6514,0.0,1907.6,163.5193,1129.2345,1097182.9,2508029.9,956,2221,1097182.9,2508029.9,956,2221,116,294,130078.4,315464.6,61,215,65381.8,222688.95,152.5871,163.5193,130078.4,116,133427.3,114,890967.0,772,1100094.7,986,188080.7,172,65381.8,61,2508029.9,2221,2508029.9,2221,-0.1701519787311554,-0.29031428694725037,-0.018017470836639404,0.23792561888694763,-0.5008231401443481,0.3042070269584656,0.28161054849624634,-0.04221537336707115,-0.04708542674779892,0.007951773703098297
28,0001340F2072265,946,934,1.59e-06,0.231603408,0.525651466,0.006241277,0.006241277,1.6e-06,773.5095238,0.00065974,5.7892522070000005,消费金融,217,8.15850815850816,1419.33714285714,0,0.7665632534319821,0.271672299360723,0.33333333333333304,0.193354482781371,,,0.0,0.037037037037037,0.296296296296296,0.62962962962963,0.037037037037037,0.0,,21,417136.8,0.0,0.0,49676.8,35,0.0,78000.0,1115.6164,1455.3481,10675.2,39294.4,9,27,10675.2,39294.4,9,27,0,0,0.0,0.0,0,0,0.0,0.0,215.7094,1115.6164,0.0,0,1280.0,1,10240.0,8,26494.4,17,1280.0,1,0.0,0,39294.4,27,39294.4,27,-0.25584039092063904,-0.216379776597023,-0.02321792207658291,0.20848335325717926,-0.5586932897567749,0.29964277148246765,0.24702729284763336,0.0026623522862792015,-0.07022099196910858,0.15991318225860596
29,0001340F2249375,209,205,0.0009125310000000001,0.754453912,0.744521338,0.0063600919999999995,0.0063600919999999995,0.0009087710000000001,1117.57619,0.002024686,6.955235996,消费金融,10907,2542.4242424242398,1551.47960025672,0,1.7350546410742,0.48650905071394,0.451040391676867,1.4763409970161798,1.19213547557442,0.970575275397797,0.0467156262749898,0.080171358629131,0.43349653202774396,0.37576499388004897,0.0518155854753162,0.0120359037127703,11.113351933153801,2923,16921988.0,0.0,0.0,16921988.0,10907,0.0,199999.0,3205.9322,1847.7413,4406618.0,9057628.0,2211,4902,4406618.0,9057628.0,2211,4902,229,395,468720.0,734510.0,59,125,115850.0,221200.0,4733.0491,3205.9322,468720.0,229,733670.0,393,3667370.0,2125,3427099.0,1842,644919.0,254,115850.0,59,9057628.0,4902,9057628.0,4902,-0.17798073589801788,-0.4448155462741852,-0.23941966891288757,-0.045097190886735916,-0.17139390110969543,0.43811774253845215,0.19547322392463684,-0.08825165778398514,-0.21408206224441528,-0.3141922652721405
30,0001340F2267833,834,826,5.93e-05,0.437645236,0.599628425,0.006321493,0.006321493,5.91e-05,911.4928571,0.001162535,6.416045137,消费金融,350,81.5850815850816,1401.2,0,2.2761443028465096,0.34193178561192306,0.4295302013422821,0.0435055704914867,,,0.0,0.0,0.5033557046979871,0.48322147651006697,0.0134228187919463,0.0,,109,490420.0,0.0,0.0,490420.0,350,0.0,46000.0,3730.8908,1639.1275,83510.0,244230.0,64,149,83510.0,244230.0,64,149,0,0,0.0,0.0,0,0,0.0,0.0,162.3145,3730.8908,0.0,0,0.0,0,149800.0,75,92190.0,72,2240.0,2,0.0,0,244230.0,149,244230.0,149,-0.19389072060585022,-0.18736624717712402,-0.040743522346019745,0.314792662858963,-0.622967004776001,0.20896866917610168,0.32325679063796997,-0.0021339699160307646,-0.04444742575287819,0.01385961938649416
